id,IssuerName,ISIN,CouponRate,Maturity,high,low,last,yield%,change,credit_rating,currency,coupon_prd.
761,Photobug,WDV4953,2.58,05/27/2023,250.849,232.963,242.085,2.587,-9.507,BB,EUR,A
762,Pixope,GXUJC3963,0.508,04/21/2027,72.969,66.533,72.969,0.508,3.399,CCB,INR,Q
763,Edgetag,LKTC099,3.15,01/14/2044,63.176,61.022,62.896,3.16,1.279,B,USD,Q
764,Eabox,YZM1817,4.507,08/08/2034,82.142,74.092,77.473,4.527,3.361,BBB,USD,A
765,Jabbersphere,YEB40787,4.681,02/11/2022,477.828,438.312,455.699,4.703,17.306,AA,USD,S
766,Voonte,BNUD753,1.702,08/11/2047,335.977,316.927,330.453,1.705,-53.338,BB,INR,S
767,Gabtype,HRIVD5064,4.013,06/10/2032,76.77,72.555,76.349,4.029,1.447,AAA,EUR,S
768,Teklist,UGL84063,0.428,11/23/2045,173.774,167.136,170.322,0.428,-3.749,AAA,INR,A
769,Thoughtbridge,DEM139,2.735,03/23/2043,421.94,394.472,404.635,2.742,-20.049,A,EUR,Q
770,Oodoo,ZRPB8449,4.422,05/20/2047,213.903,205.24,212.43,4.442,-17.226,A,EUR,S
771,Babbleopia,EYTR492,2.056,08/14/2036,127.419,117.022,121.804,2.06,0.878,CCB,USD,A
772,Voonte,RCUS440,2.443,08/31/2043,354.738,329.942,336.885,2.449,-28.823,CC,USD,A
773,Dabvine,MLDZW5295,0.908,02/07/2035,71.388,69.075,70.602,0.909,-0.147,B,USD,A
774,Jaxbean,VPGZR125934,0.452,08/07/2038,276.47,262.702,264.629,0.452,3.927,AA,EUR,S
775,Yakitri,UFWQP279302,4.728,01/26/2031,147.895,144.686,146.772,4.75,-14.569,BB,EUR,S
776,Bluezoom,EYNIS079398,2.232,07/26/2041,160.652,154.869,154.869,2.237,0.277,BBB,INR,S
777,Quaxo,EGOPZ94842,3.286,08/01/2046,430.54,428,429.753,3.297,-69.935,CCB,INR,A
778,Blognation,JTD551,2.384,01/30/2030,265.927,241.222,259.01,2.39,1.04,AA,EUR,A
779,Oyoyo,WYJ909905,3.829,02/05/2046,420.362,379.167,385.346,3.844,-3.145,BB,GBP,S
780,Yozio,VRSC034,3.226,12/23/2032,51.516,49.239,49.877,3.236,-14.123,AAA,INR,A
781,Zoomdog,TSWAU3853,4.705,05/03/2027,166.498,165.932,166.266,4.727,10.707,AA,INR,A
782,Buzzbean,JQT20156,4.594,08/07/2027,356.512,345.353,355.508,4.615,0.767,BB,USD,A
783,Shufflester,LQKUD967900,4.83,05/31/2032,31.194,29.544,30.286,4.853,-0.862,A,EUR,Q
784,Skiptube,GRLU487,3.848,12/09/2041,62.276,59.019,59.964,3.863,-0.626,BB,GBP,A
785,Jabberbean,PERBT105,1.239,04/01/2041,247.429,223.305,224.27,1.241,23.678,AA,GBP,Q
786,Meevee,VHU9936,1.177,06/25/2035,343.973,336.853,341.552,1.178,23.882,BB,INR,Q
787,Flipopia,XOAG63724,2.12,06/07/2047,369.703,362.346,368.526,2.124,-1.507,A,INR,S
788,Edgeify,SLXAG4456,2.489,04/25/2032,435.729,392.461,422.316,2.495,44.916,BBB,USD,A
789,Meejo,LSEV5745,4.594,01/13/2044,376.094,366.993,374.456,4.615,-21.077,A,INR,A
790,Twitternation,OVZA82121,4.195,02/03/2036,425.733,398.146,421.043,4.213,17.415,AAA,USD,Q
791,Voolia,NGZWH638,2.002,01/16/2049,249.242,235.11,238.784,2.006,1.389,A,USD,S
792,Leexo,ZYQH5606,4.299,04/30/2043,424.954,416.667,422.137,4.317,-27.499,B,INR,S
793,Lajo,PWHJ0125,2.636,12/29/2037,273.396,273.041,273.318,2.643,27.47,AAA,GBP,S
794,Buzzshare,PMYWG00637,2.528,10/12/2027,200.47,191.288,199.185,2.534,-5.043,B,EUR,A
795,Eadel,PULS53241,3.57,12/03/2035,125.155,120.674,121.123,3.583,-24.836,AA,INR,Q
796,Bubblemix,DEX628050,4.374,03/02/2039,125.657,118.67,124.958,4.393,-2.011,B,USD,Q
797,Twitterbridge,HDS605,2.776,11/30/2031,200.68,186.893,196.82,2.784,8.203,AAA,INR,A
798,Trupe,AMNQY22301,1.541,11/26/2035,466.988,427.995,447.881,1.543,-5.549,A,INR,S
799,Livefish,XWSYE115051,3.576,12/11/2018,337.639,334.094,335.441,3.589,-0.138,AA,USD,A
800,Brightbean,EPI25493,3.89,02/18/2026,352.406,334.081,339.762,3.905,-4.429,AAA,INR,A
801,Youfeed,DEUA053454,1.061,10/15/2030,284.956,273.159,280.473,1.062,-0.178,BBB,INR,A
802,Tavu,ZGVSR324,0.877,02/02/2041,474.383,454.459,467.609,0.878,216.909,BB,USD,A
803,Kaymbo,BPCIF207053,4.529,12/15/2046,293.541,288.433,289.2,4.55,11.931,BB,GBP,Q
804,Eire,XEV245333,1.345,04/01/2045,80.64,79.277,79.727,1.347,-1.746,A,EUR,S
805,Shufflester,ODPYR9653,3.322,07/27/2045,348.487,317.611,322.86,3.333,-15.684,A,INR,A
806,Skinte,MQUE134,2.652,08/10/2049,81.427,77.266,79.138,2.659,-2.097,A,INR,A
807,Teklist,AZMB091,0.835,08/01/2042,233.402,225.163,233.072,0.836,0.839,AA,INR,A
808,Topiczoom,IEXKN900849,2.163,03/21/2028,49.492,47.789,48.045,2.168,-2.573,AA,EUR,Q
809,Feedfish,HPNJT1066,3.459,12/23/2043,17.06,15.359,16.125,3.471,-0.654,B,USD,S
810,Flashpoint,KGA1592,1.3,02/17/2026,163.788,161.921,163.601,1.302,7.39,AA,INR,A
811,Quaxo,FTR419463,1.604,08/28/2037,438.617,438.31,438.513,1.607,35.836,A,INR,Q
812,Voolia,UOV954037,1.651,07/13/2027,358.63,325.098,347.564,1.654,0.617,A,GBP,A
813,Agivu,CNA270,4.902,01/23/2027,99.732,95.633,95.674,4.926,-1.532,B,INR,Q
814,Skivee,VTOR9289,2.27,09/01/2048,409.65,384.989,396.333,2.275,11.332,BBB,USD,A
815,Bubbletube,KONRW2101,2.892,09/04/2032,51.049,47.93,50.924,2.9,-27.397,CCB,EUR,Q
816,Oyope,NLW914519,2.759,02/07/2026,31.874,30.602,31.836,2.767,1.672,B,GBP,S
817,Zooveo,BIR274,0.534,12/05/2049,494.559,488.179,490.731,0.534,-19.564,BBB,INR,Q
818,Meemm,UEPSH416,3.634,05/05/2043,139.227,127.588,133.058,3.647,0.789,CCB,USD,Q
819,Mycat,NKTF843533,3.89,05/18/2025,58.097,52.613,54.532,3.905,-2.627,AA,GBP,S
820,Linkbridge,AQC18451,3.871,04/05/2047,392.274,382.193,389.25,3.886,30.438,A,INR,Q
821,Vimbo,XJS08559,0.924,05/17/2047,120.957,113.179,118.39,0.925,0.473,CCB,USD,A
822,Midel,CNAH16937,1.506,06/22/2036,468.642,463.815,465.311,1.508,-184.714,A,INR,Q
823,Voolia,TSJI114,1.2,10/16/2041,339.343,307.716,333.018,1.201,-24.687,AAA,INR,S
824,Quatz,KCL517925,1.127,07/22/2046,221.696,213.981,219.999,1.128,-1.624,A,GBP,S
825,Quimba,YLTJ5183,1.599,03/26/2031,156.455,152.152,152.239,1.602,3.935,AAA,INR,A
826,Flashset,VET52983,0.983,10/12/2042,384.333,353.125,381.212,0.984,9.482,BBB,INR,A
827,Quimba,GHS46928,0.413,08/24/2043,189.838,174.765,177.327,0.413,5.684,A,EUR,Q
828,Realblab,QPR200161,2.435,08/08/2023,188.326,174.616,188.189,2.441,7.714,A,GBP,S
829,Bubbletube,PWG68040,4.821,10/17/2028,445.831,437.672,438.651,4.844,-22.407,BBB,GBP,S
830,Skimia,TGU484385,2.56,03/08/2045,46.638,44.297,45.421,2.567,-0.53,CCB,GBP,A
831,Dablist,IRFHN1027,3.736,07/28/2033,284.613,277.128,282.442,3.75,10.806,B,EUR,S
832,Eabox,LFUP769,1.934,03/30/2036,120.388,109.902,116.718,1.938,-23.705,A,EUR,A
833,Layo,IBS36170,3.333,09/19/2042,467.852,437.582,444.241,3.344,6.764,AA,INR,A
834,Browseblab,IVJT5643,2.209,04/28/2038,40.964,40.653,40.702,2.214,-0.008,AA,EUR,A
835,Jatri,UDG07798,1.483,10/06/2019,28.748,26.376,27.064,1.485,2.121,B,INR,Q
836,Jabbercube,OYB788,4.214,09/13/2034,195.606,186.784,187.313,4.232,25.864,AA,INR,S
837,Tagpad,LKUF404,4.476,06/08/2044,135.538,124.966,131.944,4.496,0.438,BBB,GBP,S
838,Realcube,ABUR506,3.345,03/01/2020,458.911,430.459,456.35,3.356,78.758,BBB,INR,Q
839,Tambee,QVDSZ2891,4.979,10/18/2026,205.82,187.214,197.447,5.004,29.991,BB,EUR,A
840,Shufflester,XCI706,4.678,07/04/2025,38.404,37.329,37.974,4.7,-3.979,CCB,INR,S
841,Topicblab,JYCGQ11069,2.878,09/04/2047,440.043,439.515,439.742,2.886,-0.19,A,GBP,A
842,Trudeo,ZLMFW078076,4.553,02/21/2046,271.136,248.198,268.383,4.574,20.231,AAA,EUR,Q
843,Avaveo,FLBZV774344,1.93,07/26/2031,384.146,346.269,364.829,1.934,-21.259,C,EUR,A
844,Tagfeed,WMU356354,0.674,01/11/2036,67.969,62.973,67.27,0.674,-2.172,AA,INR,Q
845,Thoughtsphere,FTLKH327026,4.982,05/15/2022,301.075,300.684,300.918,5.007,11.886,CCB,EUR,S
846,Trilia,XZW794429,4.906,02/09/2050,307.75,302.457,307.009,4.93,-46.489,BB,GBP,A
847,Quinu,ONUX111625,4.685,09/18/2038,447.451,443.737,443.811,4.707,29.757,A,INR,A
848,Blogpad,XWVH2065,2.383,01/08/2043,184.842,177.19,180.404,2.389,-3.348,AA,USD,A
849,Dynabox,SRV82667,4.865,11/13/2030,186.697,173.255,182.53,4.889,2.512,CCB,EUR,A
850,Mydeo,DGX73343,0.701,08/11/2050,17.475,16.823,17.025,0.701,0.864,AAA,GBP,A
851,Zava,YVBO870231,3.917,09/15/2022,436.844,423.957,427.179,3.932,-1.5,BB,INR,S
852,Dabfeed,ZNM20156,2.23,11/03/2028,104.022,97.677,100.849,2.235,2.678,AA,GBP,S
853,Feedmix,SQCDN02880,1.702,12/01/2033,386.551,375.225,379.189,1.705,2.575,A,USD,Q
854,Oloo,YJO9125,1.422,11/12/2047,180.331,163.163,178.958,1.424,4.931,B,EUR,Q
855,Dynabox,HCGJK149629,0.712,10/11/2020,293.065,280.668,289.718,0.713,13.346,BBB,INR,S
856,Yambee,KXQNZ96961,2.501,09/03/2044,186.456,185.43,186.456,2.507,-0.129,C,EUR,S
857,Thoughtstorm,LZFRE040,2.76,05/25/2048,56.431,54.772,55.552,2.768,0.044,A,GBP,Q
858,Eire,LTXN24282,0.693,11/07/2027,66.619,63.501,64.561,0.693,-1.914,CCB,EUR,S
859,Youspan,PLM644809,4.345,12/19/2034,36.067,34.761,35.989,4.364,0.305,BB,INR,A
860,Vinder,UENX662,3.925,02/21/2040,285.794,277.706,279.89,3.94,12.855,CC,EUR,S
861,Thoughtmix,FPQ8140,2.864,01/10/2043,492.046,449.582,486.526,2.872,-13.854,BB,USD,A
862,Voolith,PSNO4637,2.415,12/10/2046,20.673,18.848,20.582,2.421,2.243,A,GBP,Q
863,Avavee,ILSAK937,3.422,05/02/2034,303.669,276.4,284.035,3.434,45.516,B,EUR,S
864,Feedfire,ODL686,3.883,12/22/2025,392.901,379.7,388.941,3.898,-0.658,AA,GBP,A
865,Buzzshare,GTHI860,0.69,07/15/2029,287.891,284.839,287.403,0.69,8.514,CC,USD,Q
866,Shufflester,VHDMX361740,1.049,03/08/2021,255.236,232.571,236.197,1.05,-44.644,CCB,GBP,A
867,Abatz,TSR434,4.18,02/14/2038,109.703,108.869,109.194,4.197,10.876,AA,GBP,A
868,Kimia,SDLBY241132,2.143,05/20/2043,415.963,387.47,406.275,2.148,-22.123,BBB,GBP,S
869,Jabbercube,QVC828,2.141,05/12/2027,456.633,417.134,450.708,2.146,-19.554,CCC,INR,A
870,Realpoint,JNEBG9348,1.552,05/27/2030,111.982,107.447,110.168,1.554,23.267,AA,INR,A
871,Ntags,JKOT234,1.866,11/24/2040,449.565,422.231,426.878,1.869,44.204,C,GBP,A
872,Livefish,WBY08007,1.193,10/08/2038,155.441,147.374,147.374,1.194,-6.665,CCC,INR,S
873,Oozz,VBUM442,4.512,11/04/2049,66.471,63.227,63.227,4.532,-2.709,B,USD,A
874,Feedfish,XES057283,3.507,02/10/2039,213.139,202.098,212.477,3.519,21.419,A,GBP,Q
875,Yabox,ETD2212,4.324,12/12/2040,175.432,158.187,164.74,4.343,-2.068,AA,EUR,Q
876,Flipbug,CEFAL646225,1.974,11/20/2037,436.035,406.036,408.736,1.978,-12.176,BB,GBP,Q
877,Vinder,QPGM6127,3.708,12/01/2044,443.963,400.366,430.884,3.722,-40.735,BB,EUR,S
878,Tagopia,EQNHA60339,2.13,01/28/2023,378.853,351.159,355.59,2.135,25.16,AAA,INR,S
879,Rhycero,OGH6424,0.393,01/25/2025,28.277,27.053,27.653,0.393,2.327,AAA,INR,Q
880,Centizu,MNXG8440,3.399,09/13/2048,195.393,183.708,195.276,3.411,-17.681,BB,EUR,A
881,Aibox,DKBZP108,1.844,10/17/2037,245.498,236.12,236.87,1.847,-0.05,BB,GBP,Q
882,Wordify,SEQ2751,1.477,02/15/2033,217.937,216.76,217.019,1.479,12.255,B,USD,Q
883,Dynabox,OMH390846,3.485,12/29/2045,394.958,378.33,389.803,3.497,36.324,AAA,USD,S
884,Jabbercube,AFH46747,2.479,05/21/2019,445.999,407.42,434.04,2.485,15.916,AA,GBP,S
885,Mybuzz,AGUFE6430,1.45,04/17/2019,148.105,143.069,146.393,1.452,0.796,BBB,EUR,A
886,Aivee,ECYT298,1.732,01/07/2034,433.049,397.409,409.883,1.735,6.131,C,USD,A
887,Skyndu,EPVO05782,1.617,04/06/2047,170.369,159.772,168.673,1.62,-8.661,AA,USD,A
888,Skilith,SGL316,2.784,03/19/2048,356.023,350.469,350.525,2.792,-35.81,A,GBP,A
889,Gabtype,TABM77727,0.659,04/25/2040,348.133,333.511,334.242,0.659,6.377,A,INR,A
890,Yombu,ZYME932,3.086,06/08/2037,295.644,267.114,294.218,3.096,20.64,A,USD,Q
891,Dabvine,QEJMG763,4.444,09/20/2047,485.054,440.332,467.165,4.464,32.866,BB,GBP,S
892,Livefish,ZBS1093,0.325,04/08/2025,29.73,29.632,29.713,0.325,-0.658,CCC,INR,A
893,Ooba,CNDL787,2.958,12/02/2039,183.326,166.332,172.62,2.967,3.811,BB,GBP,A
894,Vimbo,HGF087,2.234,06/11/2032,190.78,181.565,184.975,2.239,-17.09,BB,GBP,S
895,Quire,AFTXO319246,2.708,08/13/2045,128.352,123.321,125.484,2.715,-3.165,BBB,USD,S
896,Mydeo,TWZ66748,4.014,08/20/2047,435.055,410.822,428.512,4.03,2.61,CC,EUR,S
897,Trupe,IABSO4949,2.754,04/30/2021,255.619,234.709,245.164,2.762,-0.2,A,USD,S
898,Oyope,VTGAM571,2.077,10/09/2025,195.483,194.603,195.325,2.081,-12.504,A,GBP,Q
899,Jabberbean,GXWU7551,1.879,06/13/2050,283.009,256.434,272.645,1.883,-70.145,B,USD,A
900,Edgetag,EGCBQ548,2.466,02/15/2030,182.925,175.828,181.151,2.472,1.991,AAA,INR,Q
901,Oyondu,JVGKY312,1.005,02/25/2034,239.933,224.025,227.684,1.006,0.105,B,EUR,Q
902,Flipbug,PIL95662,2.815,03/26/2039,388.423,358.903,360.084,2.823,-2.555,AA,INR,S
903,Kimia,SPV77250,4.233,03/21/2047,407.386,377.606,394.581,4.251,21.2,AAA,USD,Q
904,Aimbo,DOV110,4.523,02/06/2031,305.252,278.176,300.92,4.543,32.322,B,USD,Q
905,Realbridge,ZPIU29652,0.075,05/09/2019,368.159,367.864,367.9,0.075,-10.682,AA,USD,S
906,Talane,RDKZ717625,2.968,11/23/2045,56.707,53.22,56.184,2.977,-2.013,CCB,EUR,A
907,Chatterpoint,CDXFZ9805,3.663,12/27/2045,169.21,160.123,166.484,3.676,-1.367,A,GBP,S
908,Fivespan,AFNXK71944,1.344,01/03/2036,177.536,164.097,177.402,1.346,49.636,AA,INR,A
909,Aimbo,NPH1462,3.608,05/17/2025,341.581,341.41,341.53,3.621,0.587,AA,GBP,A
910,Blogtags,XVOPD414,3.039,04/09/2042,192.135,189.656,190.673,3.048,-23.462,CCC,USD,Q
911,Blogpad,PXB322921,2.469,01/03/2048,438.122,397.158,411.905,2.475,6.09,A,GBP,S
912,Babbleblab,DIG44707,1.47,06/19/2042,381.403,361.189,369.072,1.472,-0.921,B,INR,A
913,Realblab,CBL737299,2.996,02/25/2021,298.322,288.567,294.615,3.005,4.285,A,USD,Q
914,Dabjam,HTB56184,0.386,12/16/2038,131.937,119.575,120.564,0.386,-28.514,AA,USD,Q
915,Ntag,YIA175,0.824,04/25/2049,389.733,379.171,388.149,0.825,21.68,AA,EUR,Q
916,Oozz,FEQ212711,0.5,09/16/2042,431.23,408.03,411.046,0.5,-12.79,BB,INR,S
917,Browsedrive,GFY4611,2.351,07/16/2042,409.418,374.044,388.194,2.357,-48.66,AA,INR,A
918,Latz,WAYHU441,2.11,06/26/2020,145.916,140.809,143.311,2.114,-0.088,AAA,INR,Q
919,Myworks,MVXHE643893,0.554,12/04/2033,319.479,311.652,315.174,0.554,28.986,AA,GBP,A
920,Shufflester,ADJQL2516,4.313,05/21/2036,226.384,203.972,225.039,4.332,3.255,CC,EUR,S
921,Skidoo,GWEXZ7812,3.674,01/04/2025,247.344,236.906,237.01,3.687,-13.854,A,USD,Q
922,Topiczoom,DBQLY93874,1.59,04/30/2031,387.287,362.656,382.607,1.593,11.814,A,USD,S
923,Geba,VPHA360050,0.24,01/23/2047,171.21,156.298,160.622,0.24,4.697,BB,USD,S
924,Quimba,WSDYC22295,2.605,04/25/2039,166.853,161.147,162.174,2.612,-8.964,BB,USD,A
925,Latz,QVBKI7833,0.749,12/19/2028,42.734,40.516,41.115,0.75,-0.114,B,EUR,S
926,Demimbu,RSL09100,3.285,04/18/2031,161.146,147.287,149.228,3.296,-1.639,AAA,INR,A
927,Flashspan,GNA480787,4.828,01/18/2050,69.122,66.468,67.928,4.851,0.417,A,USD,S
928,Buzzshare,CVZ443532,2.875,07/12/2050,455.254,436.725,438.393,2.883,-33.232,BBB,INR,A
929,Realpoint,DCM03613,1.066,02/21/2041,499.316,474.65,483.776,1.067,-9.03,AA,USD,Q
930,Quamba,QGTL8545,3.683,11/01/2021,147.817,133.804,140.25,3.697,-7.274,CCB,EUR,Q
931,DabZ,QPS786064,2.211,05/16/2024,163.153,150.215,156.684,2.216,-6.565,A,USD,S
932,Npath,KVCM19443,4.319,10/19/2029,384.42,369.12,383.043,4.338,-9.527,AA,GBP,A
933,Meevee,JNBG973497,3.465,08/08/2043,60.288,57.563,57.972,3.477,0.228,AA,USD,Q
934,Jaloo,JQW28905,1.248,08/19/2050,336.876,328.959,332.284,1.25,-1.349,B,EUR,Q
935,Dabvine,RWFKM6889,4.809,06/26/2042,327.592,303.711,310.159,4.832,-11.004,C,INR,Q
936,Wikido,DMFST036583,3.367,11/15/2027,490.371,451.926,464.613,3.378,194.82,BB,GBP,Q
937,Tagchat,GKSEY85839,1.617,01/05/2046,423.067,416.848,421.388,1.62,18.575,BBB,INR,S
938,Oozz,UNYG471,3.535,07/13/2031,295.526,282.612,285.453,3.547,9.826,AA,GBP,A
939,Eayo,VXW284175,3.752,01/31/2049,140.534,130.753,134.176,3.766,-3.603,BB,INR,Q
940,Trilith,DCKL0676,1.585,10/16/2021,483.955,445.287,465.781,1.588,8.112,AA,INR,A
941,Babbleblab,IRA864359,1.352,10/19/2038,322.214,301.206,303.937,1.354,5.098,A,USD,S
942,Oloo,DNRM293407,4.429,10/06/2019,284.414,258.731,273.114,4.449,1.593,CC,USD,Q
943,Minyx,JOYP6251,0.503,09/19/2024,171.708,165.853,166.848,0.503,-0.665,AA,USD,A
944,Wordtune,RNLYM997,3.794,02/28/2045,64.087,60.883,61.812,3.808,-1.069,AAA,GBP,S
945,Yoveo,RXJ539440,0.912,06/27/2049,416.768,394.304,402.616,0.913,16.828,A,INR,S
946,Brightbean,LBKA067596,2.521,12/26/2037,161.042,147.885,152.753,2.527,11.051,AA,EUR,Q
947,Wikizz,OJG484074,4.902,11/24/2035,178.055,166.428,176.543,4.926,-5.492,BB,EUR,Q
948,Bubbletube,HBJ06793,4.382,08/01/2047,78.55,72.572,75.621,4.401,0.454,AAA,GBP,Q
949,Blogtag,ECBI461,4.654,09/27/2034,265.402,248.177,257.134,4.676,-21.369,C,INR,S
950,Gabspot,YUFR71280,1.516,10/04/2035,496.631,477.064,496.435,1.518,-33.137,AAA,USD,A
951,Roombo,LHQ0162,3.914,04/22/2042,87.285,84.614,87.178,3.929,-0.39,BB,EUR,A
952,Zoomlounge,HKWLB197,3.648,11/22/2034,239.168,223.192,229.263,3.661,1.281,AA,USD,Q
953,Vinder,ALIW95461,0.239,08/25/2039,420.013,387.294,402.999,0.239,-40.753,CC,GBP,Q
954,Ooba,XIUT9280,3.95,12/06/2023,49.487,44.989,45.978,3.966,-0.7,BB,EUR,S
955,Twitterbridge,CFIA770317,4.949,03/12/2028,445.173,410.539,416.08,4.973,58.217,AA,INR,A
956,Abata,IDVAN985623,3.738,05/23/2026,218.992,204.451,209.977,3.752,-25.099,CCB,INR,A
957,Twitterbridge,GUVAN93463,4.846,05/05/2034,327.126,308.513,317.075,4.869,0.781,AA,GBP,A
958,Devpoint,NZX731909,4.512,11/18/2028,197.907,193.553,195.643,4.532,-2.025,CCC,INR,S
959,Topdrive,WPOH602350,2.325,10/07/2019,327.81,326.4,327.19,2.33,0,A,INR,S
960,Blognation,VFO229590,0.581,06/20/2040,171.148,162.95,169.754,0.581,-0.858,B,GBP,Q
961,Vinder,SUODY6541,0.278,08/30/2034,351.747,337.255,344.936,0.278,-0.19,B,USD,Q
962,Tagpad,LABEZ119521,0.643,09/13/2021,279.99,252.355,267.278,0.643,-2.719,C,INR,A
963,Tagtune,EDUT28786,0.455,03/03/2033,302.623,295.3,297.423,0.455,3.707,AAA,GBP,S
964,Wikivu,QJKVE651,3.39,09/10/2024,246.486,242.296,244.265,3.401,10.426,AA,GBP,S
965,Voonder,XJW96204,3.873,03/06/2022,459.353,437.028,452.656,3.888,-59.866,B,INR,A
966,Bubbletube,HCA574,2.457,03/18/2031,238.278,217.81,228.863,2.463,6.275,A,USD,Q
967,Vidoo,HFJX654,3.757,06/01/2027,204.448,199.459,201.455,3.771,-1.98,A,USD,Q
968,Yabox,IELC916,1.79,02/17/2037,432.73,403.348,417.451,1.793,61.509,AAA,EUR,Q
969,Skyba,VDEG732,2.93,02/07/2025,475.16,441.424,461.328,2.939,27.275,B,EUR,A
970,Dynava,UDB6431,2.756,09/15/2037,294.493,284.038,290.625,2.764,0.075,CC,INR,S
971,Skyble,YCXAV22601,3.842,04/16/2046,22.293,20.695,21.142,3.857,-5.577,A,USD,A
972,Realfire,EOY9620,0.792,10/05/2033,84.409,77.623,82.645,0.793,-0.108,A,GBP,S
973,Tazz,HKJMQ776,3.652,10/18/2026,408.774,379.669,394.222,3.665,-0.543,AAA,EUR,S
974,Pixope,LVASY2010,1.573,01/06/2050,462.191,452.993,462.007,1.575,72.033,AA,INR,S
975,Yakijo,STAF35113,1.672,06/22/2030,214.494,213.25,213.785,1.675,8.419,A,GBP,A
976,Pixoboo,NYIUC00182,0.359,05/08/2030,250.331,227.701,234.49,0.359,18.733,B,USD,Q
977,Photobug,SHG062372,3.007,08/02/2036,73.764,73.498,73.589,3.016,0.211,B,EUR,S
978,Blogtags,QEZ63051,4.525,02/14/2031,306.627,277.007,279.673,4.545,0.478,BBB,GBP,S
979,Zoombeat,EQR4744,2.565,07/06/2047,353.684,332.463,334.161,2.572,-21.745,CCB,EUR,S
980,Yoveo,RUL75474,0.062,03/04/2024,50.903,50.287,50.54,0.062,0.754,BB,GBP,A
981,Linkbuzz,TBNL1240,3.869,09/05/2038,290.215,286.181,287.754,3.884,-14.73,CCC,INR,Q
982,Divavu,EBJIY4175,4.638,10/14/2047,35.613,32.465,33.756,4.66,-1.022,A,EUR,S
983,Youtags,VRCM37998,2.32,11/02/2032,447.244,433.424,440.61,2.325,4.191,BBB,GBP,S
984,Twitterwire,YGEK89841,2.404,02/20/2042,25.927,24.828,25.564,2.41,0.837,AA,INR,Q
985,Skinte,ORQ298,0.154,03/17/2043,353.428,337.665,349.803,0.154,-14.549,CC,GBP,Q
986,Teklist,JYPH89362,4.942,08/05/2044,385.303,384.224,384.397,4.966,7.597,BB,USD,Q
987,Agivu,XDKRH758,4.266,11/20/2043,130.55,130.393,130.406,4.284,-6.791,BBB,EUR,S
988,Quaxo,MVI76479,4.204,11/03/2035,233.067,232.251,232.627,4.222,8.779,B,INR,S
989,Flipstorm,PWJI891258,4.354,05/26/2039,475.157,430.302,454.075,4.373,11.835,B,EUR,S
990,Voolith,NDJTY2796,2.566,05/28/2038,282.235,261.011,262.921,2.573,-44.41,A,USD,S
991,Tagchat,ZDN440,0.096,03/30/2040,47.25,43.801,46.008,0.096,5.696,AA,EUR,Q
992,Teklist,GAJ15452,0.036,12/20/2049,110.456,103.066,106.318,0.036,0.451,BBB,USD,Q
993,Kazu,ZPXCE3387,2.533,09/29/2048,54.389,53.769,53.788,2.539,11.357,CCB,EUR,Q
994,Youfeed,BVA26431,0.732,06/08/2037,49.1,46.336,48.658,0.733,1.23,B,INR,A
995,Omba,DSZB953,2.293,10/28/2040,488.053,460.478,461.857,2.298,4.897,CC,GBP,S
996,Gabspot,NLBT9952,0.261,12/08/2022,88.378,81.423,84.205,0.261,7.233,CCB,EUR,A
997,Devcast,NVH0670,0.079,08/04/2028,247.755,245.054,247.728,0.079,-6.979,CCB,EUR,Q
998,Mudo,SAW27568,0.491,07/09/2024,156.855,149.483,151.326,0.491,0.715,CC,GBP,A
999,Rhynoodle,ZHR4923,0.35,09/11/2021,378.3,342.021,364.514,0.35,-27.143,BBB,INR,Q
1000,Zoomdog,EKU8047,3.408,10/09/2040,466.129,459.883,464.005,3.42,30.215,BBB,INR,Q
